country,year,age_band,value_lf,value_unemp,unemployment_rate
Argentina,2011,65+,1207.791,45.189,3.7414585801682576
Argentina,2011,,34795.350000000006,2498.148,7.17954554272338
Argentina,2012,15-24,7021.916,1283.712,18.28150607327117
Argentina,2012,25-34,6187.668,449.984,7.272271233686099
Argentina,2012,35-44,5690.444,273.574,4.8076037651895
Argentina,2012,45-54,4295.93,177.52100000000002,4.132306625107951
Argentina,2012,55-64,4387.057,182.97,4.170677517980733
Argentina,2012,65+,1146.336,32.823,2.863296625073277
Argentina,2012,,35060.895000000004,2530.197,7.216578470116064
Argentina,2013,15-24,7038.225,1367.54,19.43018303620586
Argentina,2013,25-34,6181.988,462.544,7.482123873420653
Argentina,2013,35-44,5830.398,240.97899999999998,4.133148371689205
Argentina,2013,45-54,4322.66,151.51,3.5050177437041077
Argentina,2013,55-64,4379.9580000000005,164.799,3.7625703260168244
Argentina,2013,65+,1176.159,35.805,3.0442312646504424
Argentina,2013,,35337.354,2508.807,7.0995892901319095
Argentina,2014,15-24,7103.644,1338.504,18.84249830087206
Argentina,2014,25-34,6260.0869999999995,499.919,7.985815532595633
Argentina,2014,35-44,5850.491,264.456,4.520235993867865
Argentina,2014,45-54,4388.212,164.698,3.753191504877157
Argentina,2014,55-64,4405.5160000000005,157.32,3.57097783778336
Argentina,2014,65+,1257.612,42.567,3.3847482371351414
Argentina,2014,,35739.045,2597.376,7.267614453603896
Argentina,2017,15-24,7250.568,1641.528,22.639991790987963
Argentina,2017,25-34,6029.092,492.969,8.176504853467156
Argentina,2017,35-44,5964.176,345.652,5.795469483127258
Argentina,2017,45-54,5026.974,248.472,4.942774718946229
Argentina,2017,55-64,5162.397,221.43300000000002,4.289344659079881
Argentina,2017,65+,1734.741,77.556,4.4707538474043105
Argentina,2017,,37865.426999999996,3160.7760000000003,8.347392992557566
Argentina,2018,15-24,7234.096,1716.455,23.72729087366272
Argentina,2018,25-34,6231.842,609.756,9.784522778337449
Argentina,2018,35-44,6154.316,372.11,6.046325863020359
Argentina,2018,45-54,5215.498,295.714,5.6699091822104055
Argentina,2018,55-64,5173.56,262.094,5.066028034854143
Argentina,2018,65+,1811.208,112.917,6.23434746312958
Argentina,2018,,38812.820999999996,3578.7239999999997,9.22046866936057
Argentina,2019,15-24,7040.6669999999995,1820.685,25.859552795211023
Argentina,2019,25-34,6517.0,687.255,10.545573116464631
Argentina,2019,35-44,6450.284,443.116,6.869713023488579
Argentina,2019,45-54,5343.9529999999995,325.929,6.099024448755444
Argentina,2019,55-64,5366.838,296.637,5.527221056420932
Argentina,2019,65+,1952.913,97.098,4.97195727613058
Argentina,2019,,40067.106,3943.6980000000003,9.842732340089649
Argentina,2020,15-24,6123.78,1847.732,30.17306304276117
Argentina,2020,25-34,6176.275,743.084,12.031264799575796
Argentina,2020,35-44,6299.08,482.767,7.664087454040907
Argentina,2020,45-54,5022.368,378.406,7.534414045326826
Argentina,2020,55-64,4808.0869999999995,398.424,8.286538908301784
Argentina,2020,65+,1409.277,56.559000000000005,4.013334497050615
Argentina,2020,,37056.783,4247.166,11.461237744247793
Argentina,2021,15-24,6745.016,1567.46,23.23878846247363
Argentina,2021,25-34,6396.618,645.597,10.092786531882942
Argentina,2021,35-44,6897.52,388.076,5.626312065785964
Argentina,2021,45-54,5704.112,310.68,5.446597121515145
Argentina,2021,55-64,5166.856,273.312,5.289715834929405
Argentina,2021,65+,1517.451,50.144999999999996,3.3045548093480446
Argentina,2021,,40240.443,3515.58,8.736434636169388
Argentina,2022,15-24,6826.992,1295.116,18.970521717324406
Argentina,2022,25-34,6845.692,483.962,7.069584784124089
Argentina,2022,35-44,6972.481,307.602,4.411657772893178
Argentina,2022,45-54,5826.415,249.49699999999999,4.282170082289023
Argentina,2022,55-64,5289.807,226.677,4.28516579149296
Argentina,2022,65+,1588.281,61.92,3.898554474932333
Argentina,2022,,41465.214,2821.5299999999997,6.804571176215321
Argentina,2023,15-24,7100.028,1269.876,17.885506930395202
Argentina,2023,25-34,6939.8550000000005,463.67,6.681263513430756
